"","7d Intestinal","Egg white","Eggshell","Mat. Cloaca","Mat. Intestinal","Mat. Magnum","Meconium","Yolk sac","index","stat","p.value","feature"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_torques_group;s__unclassified_g__Ruminococcus_torques_group; OTU1504",1,0,0,0,0,0,0,0,1,0.521309328805741,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_torques_group;s__unclassified_g__Ruminococcus_torques_group; OTU1504"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Marvinbryantia;s__uncultured_organism_g__Marvinbryantia; OTU5844",1,0,1,0,1,0,0,0,44,0.429591229088628,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Marvinbryantia;s__uncultured_organism_g__Marvinbryantia; OTU5844"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__unclassified_p__Firmicutes;o__unclassified_p__Firmicutes;f__unclassified_p__Firmicutes;g__unclassified_p__Firmicutes;s__unclassified_p__Firmicutes; OTU1857",1,0,0,0,0,0,0,0,1,0.377410091883688,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__unclassified_p__Firmicutes;o__unclassified_p__Firmicutes;f__unclassified_p__Firmicutes;g__unclassified_p__Firmicutes;s__unclassified_p__Firmicutes; OTU1857"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group;s__uncultured_bacterium_g__Christensenellaceae_R-7_group; OTU2923",1,0,0,0,0,0,0,1,15,0.359899057445337,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group;s__uncultured_bacterium_g__Christensenellaceae_R-7_group; OTU2923"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_torques_group;s__unclassified_g__Ruminococcus_torques_group; OTU2259",1,0,0,0,0,0,0,0,1,0.709314653737998,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_torques_group;s__unclassified_g__Ruminococcus_torques_group; OTU2259"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU2877",1,0,0,1,0,0,0,0,11,0.455590596872158,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU2877"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia_glucerasea; OTU2115",1,0,0,0,1,0,0,0,12,0.380765694721679,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia_glucerasea; OTU2115"
"d__Bacteria;k__norank_d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__unclassified_g__Olsenella; OTU7902",0,0,0,0,1,0,0,0,5,0.471081306820342,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__unclassified_g__Olsenella; OTU7902"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_12;s__Clostridium_sp._JN500901; OTU9906",0,0,0,0,0,1,0,0,6,0.356732314257129,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_12;s__Clostridium_sp._JN500901; OTU9906"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis_g__Enterococcus; OTU147",0,0,0,0,0,0,1,0,7,0.426976330450865,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis_g__Enterococcus; OTU147"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Brevibacillales;f__Brevibacillaceae;g__Brevibacillus;s__Brevibacillus_agri; OTU9498",0,0,0,0,0,1,0,0,6,0.633239015811014,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Brevibacillales;f__Brevibacillaceae;g__Brevibacillus;s__Brevibacillus_agri; OTU9498"
"d__Bacteria;k__norank_d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_stationis; OTU5801",0,0,1,0,0,0,0,0,3,0.575574891495147,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_stationis; OTU5801"
"d__Bacteria;k__norank_d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea;s__uncultured_bacterium_g__Zoogloea; OTU5679",0,0,0,0,0,1,0,0,6,0.323822269908668,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea;s__uncultured_bacterium_g__Zoogloea; OTU5679"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU6658",1,0,0,0,1,0,0,0,12,0.40102971943429,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU6658"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__unclassified_f__Ruminococcaceae;s__unclassified_f__Ruminococcaceae; OTU1727",1,0,0,0,0,0,0,0,1,0.367419256405601,0.03,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__unclassified_f__Ruminococcaceae;s__unclassified_f__Ruminococcaceae; OTU1727"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas;s__uncultured_bacterium_g__Sellimonas; OTU3278",1,0,0,0,0,0,0,0,1,0.258676586395995,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas;s__uncultured_bacterium_g__Sellimonas; OTU3278"
"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__unclassified_o__Bacteroidales;g__unclassified_o__Bacteroidales;s__unclassified_o__Bacteroidales; OTU6540",0,0,0,0,1,0,0,0,5,0.581887944836809,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__unclassified_o__Bacteroidales;g__unclassified_o__Bacteroidales;s__unclassified_o__Bacteroidales; OTU6540"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_sp._oral_clone_HT002; OTU2305",1,0,0,0,0,0,0,0,1,0.623032568111221,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_sp._oral_clone_HT002; OTU2305"
"d__Bacteria;k__norank_d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio_piger; OTU220",0,0,0,1,1,0,0,0,27,0.631781169778616,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio_piger; OTU220"
"d__Bacteria;k__norank_d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__norank_o__Vicinamibacterales;g__norank_f__norank_o__Vicinamibacterales;s__unclassified_g__norank_f__norank_o__Vicinamibacterales; OTU9915",0,0,0,0,0,1,0,0,6,0.46525796982878,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__norank_o__Vicinamibacterales;g__norank_f__norank_o__Vicinamibacterales;s__unclassified_g__norank_f__norank_o__Vicinamibacterales; OTU9915"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_casseliflavus_g__Enterococcus; OTU8968",0,0,0,1,0,0,0,0,4,0.622321616882814,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_casseliflavus_g__Enterococcus; OTU8968"
"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__unclassified_g__Bacteroides; OTU7599",0,0,0,0,1,0,0,0,5,0.541841884064166,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__unclassified_g__Bacteroides; OTU7599"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU1382",1,0,0,0,0,0,0,0,1,0.511973085378722,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU1382"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU1386",1,0,0,0,1,0,0,0,12,0.639094905475795,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU1386"
"d__Bacteria;k__norank_d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_glutamicum; OTU186",0,0,0,0,0,0,0,1,8,0.398670966152454,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_glutamicum; OTU186"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__uncultured_bacterium_g__Negativibacillus; OTU2005",1,0,0,0,0,0,0,0,1,0.49847308810641,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__uncultured_bacterium_g__Negativibacillus; OTU2005"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_torques_group;s__unclassified_g__Ruminococcus_torques_group; OTU2888",1,0,0,0,0,0,0,0,1,0.393080382698339,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_torques_group;s__unclassified_g__Ruminococcus_torques_group; OTU2888"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU7068",0,0,1,0,1,0,0,0,23,0.374947743691225,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU7068"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__norank_c__Clostridia;f__Hungateiclostridiaceae;g__HN-HF0106;s__unclassified_g__HN-HF0106; OTU9898",0,0,0,0,0,1,0,0,6,0.463929557419868,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__norank_c__Clostridia;f__Hungateiclostridiaceae;g__HN-HF0106;s__unclassified_g__HN-HF0106; OTU9898"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU8196",0,0,0,0,1,0,0,0,5,0.529564564903661,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU8196"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_aviarius_subsp._araffinosus; OTU7211",0,0,0,0,1,0,0,0,5,0.275771938097928,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_aviarius_subsp._araffinosus; OTU7211"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__unclassified_c__Clostridia;f__unclassified_c__Clostridia;g__unclassified_c__Clostridia;s__unclassified_c__Clostridia; OTU2708",1,0,0,0,0,0,0,0,1,0.334577747182297,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__unclassified_c__Clostridia;f__unclassified_c__Clostridia;g__unclassified_c__Clostridia;s__unclassified_c__Clostridia; OTU2708"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales;f__Peptococcaceae;g__Peptococcus;s__unclassified_g__Peptococcus; OTU5124",0,0,0,0,1,0,0,0,5,0.401900073452989,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales;f__Peptococcaceae;g__Peptococcus;s__unclassified_g__Peptococcus; OTU5124"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__norank_c__Clostridia;f__Hungateiclostridiaceae;g__UCG-012;s__Hungateiclostridium_saccincola; OTU9798",0,0,0,0,0,1,0,0,6,0.369248050130997,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__norank_c__Clostridia;f__Hungateiclostridiaceae;g__UCG-012;s__Hungateiclostridium_saccincola; OTU9798"
"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__uncultured_bacterium_g__Butyricimonas; OTU8639",0,0,0,1,0,0,0,0,4,0.385890762604918,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__uncultured_bacterium_g__Butyricimonas; OTU8639"
"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__unclassified_g__Chryseobacterium; OTU212",0,1,0,0,0,0,0,0,2,0.505722129110217,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__unclassified_g__Chryseobacterium; OTU212"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__norank_f__Oscillospiraceae;s__unclassified_g__norank_f__Oscillospiraceae; OTU8103",1,0,0,0,1,0,0,0,12,0.410676724761629,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__norank_f__Oscillospiraceae;s__unclassified_g__norank_f__Oscillospiraceae; OTU8103"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU8438",0,0,0,0,1,0,0,0,5,0.311049842393226,0.03,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU8438"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU1315",1,0,0,0,0,0,0,0,1,0.42710258886688,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU1315"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU1860",1,0,0,0,0,0,0,0,1,0.609268365312031,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU1860"
"d__Bacteria;k__norank_d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CHKCI002;s__Coriobacteriaceae_bacterium_CHKCI002; OTU727",1,0,0,0,0,0,0,0,1,0.404852236053613,0.03,"d__Bacteria;k__norank_d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CHKCI002;s__Coriobacteriaceae_bacterium_CHKCI002; OTU727"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Eubacterium_coprostanoligenes_group;g__norank_f__Eubacterium_coprostanoligenes_group;s__unclassified_g__norank_f__Eubacterium_coprostanoligenes_group; OTU5872",0,0,1,0,1,0,0,1,79,0.373637914057355,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Eubacterium_coprostanoligenes_group;g__norank_f__Eubacterium_coprostanoligenes_group;s__unclassified_g__norank_f__Eubacterium_coprostanoligenes_group; OTU5872"
"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprocola_DSM_17136; OTU207",0,0,0,1,1,0,0,0,27,0.537674403568825,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprocola_DSM_17136; OTU207"
"d__Bacteria;k__norank_d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__uncultured_bacterium_g__Bilophila; OTU5970",0,0,0,1,0,0,0,0,4,0.343404916707034,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__uncultured_bacterium_g__Bilophila; OTU5970"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__norank_o__RF39;g__norank_f__norank_o__RF39;s__uncultured_bacterium_g__norank_f__norank_o__RF39; OTU5891",0,0,1,0,0,1,0,1,81,0.318884130421294,0.03,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__norank_o__RF39;g__norank_f__norank_o__RF39;s__uncultured_bacterium_g__norank_f__norank_o__RF39; OTU5891"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_torques_group;s__uncultured_Clostridiales_bacterium_g__Ruminococcus_torques_group; OTU4992",0,0,0,0,1,0,0,0,5,0.534889551739637,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_torques_group;s__uncultured_Clostridiales_bacterium_g__Ruminococcus_torques_group; OTU4992"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__unclassified_p__Firmicutes;o__unclassified_p__Firmicutes;f__unclassified_p__Firmicutes;g__unclassified_p__Firmicutes;s__unclassified_p__Firmicutes; OTU7355",0,0,0,0,1,0,0,0,5,0.693799119179184,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__unclassified_p__Firmicutes;o__unclassified_p__Firmicutes;f__unclassified_p__Firmicutes;g__unclassified_p__Firmicutes;s__unclassified_p__Firmicutes; OTU7355"
"d__Bacteria;k__norank_d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CHKCI002;s__Coriobacteriaceae_bacterium_CHKCI002; OTU3206",1,0,0,0,0,0,0,0,1,0.369805474357684,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CHKCI002;s__Coriobacteriaceae_bacterium_CHKCI002; OTU3206"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group;s__uncultured_bacterium_g__Christensenellaceae_R-7_group; OTU5905",0,0,1,1,1,0,0,0,73,0.596906467624361,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group;s__uncultured_bacterium_g__Christensenellaceae_R-7_group; OTU5905"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__unclassified_p__Firmicutes;o__unclassified_p__Firmicutes;f__unclassified_p__Firmicutes;g__unclassified_p__Firmicutes;s__unclassified_p__Firmicutes; OTU7809",0,0,0,0,1,0,0,0,5,0.27874350533315,0.04,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__unclassified_p__Firmicutes;o__unclassified_p__Firmicutes;f__unclassified_p__Firmicutes;g__unclassified_p__Firmicutes;s__unclassified_p__Firmicutes; OTU7809"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Romboutsia;s__unclassified_g__Romboutsia; OTU7569",0,0,0,0,1,0,0,0,5,0.528036427691259,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Romboutsia;s__unclassified_g__Romboutsia; OTU7569"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__UCG-010;g__norank_f__UCG-010;s__uncultured_bacterium_g__norank_f__UCG-010; OTU5910",0,0,0,0,1,0,0,0,5,0.547593207850465,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__UCG-010;g__norank_f__UCG-010;s__uncultured_bacterium_g__norank_f__UCG-010; OTU5910"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__uncultured_bacterium_g__Flavonifractor; OTU3096",1,0,0,0,0,0,0,0,1,0.72383474448658,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__uncultured_bacterium_g__Flavonifractor; OTU3096"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU998",0,0,1,0,1,0,0,0,23,0.3894250660443,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU998"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU7244",0,0,0,0,1,0,0,0,5,0.403111678368409,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU7244"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU9885",0,0,0,0,0,1,0,0,6,0.47135454481695,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU9885"
